"STATE","ZONE","NAME","LON","LAT"
"AR",15,"Izard",-91.9134,36.0949
"AR",16,"Independence",-91.5698,35.7415
"AR",17,"Lawrence",-91.1071,36.0413
"AR",18,"Greene",-90.5591,36.1177
"AR",19,"Crawford",-94.243,35.5889
"AR",20,"Franklin",-93.8906,35.5123
"AR",21,"Johnson",-93.4599,35.5701
"AR",22,"Pope",-93.0342,35.4476
"AR",23,"Van Buren",-92.5157,35.5807
"AR",24,"Cleburne",-92.0267,35.5381
"AR",25,"Jackson",-91.2146,35.5994
"AR",26,"Craighead",-90.6328,35.8308
"AR",27,"Poinsett",-90.6629,35.574
"AR",28,"Mississippi",-90.054,35.7639
"AR",29,"Sebastian",-94.274,35.1993
"AR",30,"Logan",-93.7163,35.2153
"AR",31,"Conway",-92.7014,35.2622
"AR",32,"Faulkner",-92.3321,35.147
"AR",33,"White",-91.7457,35.2563
"AR",34,"Woodruff",-91.2431,35.1863
"AR",35,"Cross",-90.7713,35.2958
"AR",36,"Crittenden",-90.3089,35.2079
"AR",37,"Scott",-94.0633,34.8608
"AR",38,"Yell",-93.4113,35.0026
"AR",39,"Perry",-92.9315,34.9474
"AR",40,"Polk",-94.2281,34.4858
"AR",41,"Montgomery",-93.6595,34.5388
"AR",42,"Garland",-93.1504,34.5767
"AR",43,"Saline",-92.6766,34.6466
"AR",44,"Pulaski",-92.3118,34.7699
"AR",45,"Lonoke",-91.8887,34.7542
"AR",46,"Prairie",-91.5528,34.8297
"AR",47,"Monroe",-91.2038,34.6778
"AR",48,"St. Francis",-90.7478,35.022
"AR",49,"Lee",-90.782,34.7806
"AR",50,"Sevier",-94.2412,33.9973
"AR",51,"Howard",-93.9935,34.0887
"AR",52,"Pike",-93.6564,34.1636
"AR",53,"Clark",-93.1764,34.051
"AR",54,"Hot Spring",-92.946,34.3177
"AR",55,"Grant",-92.4236,34.29
"AR",56,"Jefferson",-91.9315,34.2688
"AR",57,"Arkansas",-91.3749,34.2908
"AR",58,"Phillips",-90.848,34.4283
"AR",59,"Little River",-94.2343,33.7005
"AR",60,"Hempstead",-93.6684,33.7354
"AR",61,"Nevada",-93.3072,33.6641
"AR",62,"Dallas",-92.6545,33.9698
"AR",63,"Cleveland",-92.1852,33.8984
"AR",64,"Lincoln",-91.7333,33.9575
"AR",65,"Desha",-91.254,33.8333
"AR",66,"Ouachita",-92.882,33.5933
"AR",67,"Calhoun",-92.5031,33.558
"AR",68,"Bradley",-92.1622,33.4659
"AR",69,"Drew",-91.72,33.5895
"AR",70,"Miller",-93.8918,33.3124
"AR",71,"Lafayette",-93.6073,33.2408
"AR",72,"Columbia",-93.2273,33.2143
"AR",73,"Union",-92.5973,33.1713
"AR",74,"Ashley",-91.7679,33.1912
"AR",75,"Chicot",-91.294,33.2672
"AS",1,"Tutuila and Aunuu",-170.7128,-14.2995
"AS",2,"Manua",-169.506,-14.2219
"AS",3,"Swains Island",-171.0459,-11.0843
"AZ",1,"Northwest Plateau",-113.3317,36.5921
"AZ",2,"Lake Havasu and Fort Mohave",-114.3492,34.6762
"AZ",3,"Northwest Deserts",-113.848,35.1839
"AZ",4,"Kaibab Plateau",-112.2018,36.6514
"AZ",5,"Marble and Glen Canyons",-111.6681,36.7777
"AZ",6,"Grand Canyon Country",-112.3184,36.184
"AZ",7,"Coconino Plateau",-112.5569,35.7341
"AZ",8,"Yavapai County  Mountains",-112.6554,34.8361
"AZ",9,"Northeast Plateaus and Mesas Hwy 264 Northward",-110.9711,36.4046
"AZ",10,"Chinle Valley",-109.7068,36.5404
"AZ",11,"Chuska Mountains and Defiance Plateau",-109.2344,35.8693
"AZ",12,"Little Colorado River Valley in Coconino County",-111.1876,35.4788
"AZ",13,"Little Colorado River Valley in Navajo County",-110.3128,34.844
"AZ",14,"Little Colorado River Valley in Apache County",-109.4198,34.5768
"AZ",15,"Western Mogollon Rim",-111.7689,35.2296
"AZ",16,"Eastern Mogollon Rim",-110.8122,34.4418
"AZ",17,"White Mountains",-109.6483,33.9272
"AZ",18,"Northern Gila County",-110.9225,34.0401
"AZ",36,"Lake Mead National Recreation Area",-114.3194,35.8011
"AZ",37,"Yavapai County Valleys and Basins",-112.5126,34.4302
"AZ",38,"Oak Creek and Sycamore Canyons",-111.8796,34.9117
"AZ",39,"Black Mesa Area",-110.243,36.355
"AZ",40,"Northeast Plateaus and Mesas South of Hwy 264",-110.1825,35.4889
"AZ",501,"Western Pima County Including Ajo/Organ Pipe Cactus National Monument",-112.9766,32.2167
"AZ",502,"Tohono O'odham Nation including Sells",-112.064,32.1434
"AZ",503,"Upper Santa Cruz River and Altar Valleys including Nogales",-111.163,31.6207
"AZ",504,"Tucson Metro Area including Tucson/Green Valley/Marana/Vail",-111.0565,32.1761
"AZ",505,"South Central Pinal County including Eloy/Picacho Peak State Park",-111.3393,32.7452
"AZ",506,"Southeast Pinal County including Kearny/Mammoth/Oracle",-110.7518,32.8255
"AZ",507,"Upper San Pedro River Valley including Sierra Vista/Benson",-110.3073,31.9331
"AZ",508,"Eastern Cochise County Below 5000 Feet including Douglas/Willcox",-109.5452,31.9147
"AZ",509,"Upper Gila River and Aravaipa Valleys including Clifton/Safford",-109.7443,32.8686
"AZ",510,"White Mountains of Graham and Greenlee Counties including Hannagan Meadow",-109.4881,33.3867
"AZ",511,"Galiuro and Pinaleno Mountains including Mount Graham",-110.1153,32.6525
"AZ",512,"Chiricahua Mountains including Chiricahua National Monument",-109.356,31.8616
"AZ",513,"Dragoon/Mule/Huachuca and Santa Rita Mountains including Bisbee/Canelo Hills/Madera Canyon",-110.3833,31.6043
"AZ",514,"Santa Catalina and Rincon Mountains including Mount Lemmon/Summerhaven",-110.6808,32.3364
"AZ",515,"Baboquivari Mountains including Kitt Peak",-111.5931,31.8186
"AZ",530,"Parker Valley",-114.4567,33.6989
"AZ",531,"Kofa",-114.028,33.2172
"AZ",532,"Yuma",-114.5114,32.6544
"AZ",533,"Central La Paz",-113.8131,33.8116
"AZ",534,"Aguila Valley",-112.9785,33.8662
"AZ",535,"Southeast Yuma County",-113.7572,32.3859
"AZ",536,"Gila River Valley",-113.804,32.822
"AZ",537,"Northwest Valley",-112.477,33.7421
"AZ",538,"Tonopah Desert",-112.9704,33.3971
"AZ",539,"Gila Bend",-113.0566,32.8542
"AZ",540,"Buckeye/Avondale",-112.4004,33.3912
"AZ",541,"Cave Creek/New River",-112.0129,33.8086
"AZ",542,"Deer Valley",-112.1301,33.7122
"AZ",543,"Central Phoenix",-112.0552,33.4331
"AZ",544,"North Phoenix/Glendale",-112.1525,33.5716
"AZ",545,"New River Mesa",-111.8887,33.926
"AZ",546,"Scottsdale/Paradise Valley",-111.8891,33.5351
"AZ",547,"Rio Verde/Salt River",-111.51,33.7012
"AZ",548,"East Valley",-111.8134,33.3765
"AZ",549,"Fountain Hills/East Mesa",-111.6592,33.5349
"AZ",550,"South Mountain/Ahwatukee",-112.0449,33.2829
"AZ",551,"Southeast Valley/Queen Creek",-111.7353,33.2616
"AZ",552,"Superior",-111.188,33.2702
"AZ",553,"Northwest Pinal County",-111.7511,33.0208
"AZ",554,"West Pinal County",-112.1203,32.8658
"AZ",555,"Apache Junction/Gold Canyon",-111.3827,33.2584
"AZ",556,"Tonto Basin",-111.1275,33.7079
"AZ",557,"Mazatzal Mountains",-111.4206,33.8233
"AZ",558,"Pinal/Superstition Mountains",-110.9698,33.3639
"AZ",559,"Sonoran Desert Natl Monument",-112.5235,32.802
"AZ",560,"San Carlos",-110.532,33.3416
"AZ",561,"Dripping Springs",-110.7853,33.102
"AZ",562,"Globe/Miami",-110.8175,33.4344
"AZ",563,"Southeast Gila County",-110.4548,33.6107
"CA",6,"San Francisco",-122.4424,37.7558
"CA",13,"Shasta Lake Area / Northern Shasta County",-122.2247,40.9299
"CA",14,"Burney Basin / Eastern Shasta County",-121.4882,40.9423
"CA",15,"Northern Sacramento Valley",-122.2949,40.2198
"CA",16,"Central Sacramento Valley",-121.926,39.3764
"CA",17,"Southern Sacramento Valley",-121.5625,38.6268
"CA",18,"Carquinez Strait and Delta",-121.7622,38.1433
"CA",19,"Northern San Joaquin Valley",-121.041,37.7581
"CA",34,"San Luis Obispo County Central Coast",-120.7407,35.327
"CA",35,"Santa Barbara County Central Coast",-120.4263,34.7217
"CA",36,"Santa Ynez Valley",-120.0816,34.6833
"CA",37,"San Luis Obispo County Interior Valleys",-120.3516,35.4918
"CA",38,"Cuyama Valley",-119.7374,34.9422
"CA",39,"Santa Barbara County South Coast",-119.9036,34.4568
"CA",40,"Ventura County Coast",-119.1284,34.2261
"CA",41,"Los Angeles County Coast including Downtown Los Angeles",-118.3004,33.9281
"CA",43,"San Diego County Coastal Areas",-117.2007,32.9298
"CA",44,"Ventura County Interior Valleys",-119.1198,34.3941
"CA",45,"Ventura County Coastal Valleys",-118.8478,34.2471
"CA",46,"Santa Monica Mountains Recreational Area",-118.6898,34.0839
"CA",48,"San Bernardino and Riverside County Valleys-The Inland Empire",-117.2517,33.8468
"CA",50,"San Diego County Inland Valleys",-116.9615,33.0253
"CA",51,"San Luis Obispo County Mountains",-120.0448,35.1415
"CA",52,"Santa Barbara County Mountains",-119.8211,34.7466
"CA",53,"Ventura County Mountains",-119.1351,34.6292
"CA",54,"Los Angeles County Mountains excluding the Santa Monica Range",-118.223,34.4294
"CA",55,"San Bernardino County Mountains",-117.0606,34.2094
"CA",56,"Riverside County Mountains",-116.6252,33.6162
"CA",57,"Santa Ana Mountains and Foothills",-117.4605,33.6273
"CA",58,"San Diego County Mountains",-116.5618,33.0415
"CA",59,"Antelope Valley",-118.0679,34.6664
"CA",60,"Apple and Lucerne Valleys",-117.0201,34.5432
"CA",61,"Coachella Valley",-116.2371,33.6887
"CA",62,"San Diego County Deserts",-116.2679,33.0924
"CA",63,"Mountains Southwestern Shasta County to Northern Lake County",-122.7565,39.8175
"CA",64,"Clear Lake/Southern Lake County",-122.6644,38.9962
"CA",65,"San Gorgonio Pass Near Banning",-116.613,33.9303
"CA",66,"Northeast Foothills/Sacramento Valley",-121.7566,40.1117
"CA",67,"Motherlode",-120.7698,38.6192
"CA",68,"Western Plumas County/Lassen Park",-121.3501,40.1971
"CA",69,"West Slope Northern Sierra Nevada",-120.3423,38.7829
"CA",70,"Surprise Valley California",-120.0862,41.6116
"CA",71,"Lassen-Eastern Plumas-Eastern Sierra Counties",-120.5471,40.466
"CA",72,"Greater Lake Tahoe Area",-119.9683,38.9481
"CA",73,"Mono",-118.8867,37.939
"CA",80,"Western Siskiyou County",-123.164,41.5562
"CA",81,"Central Siskiyou County",-122.5631,41.7362
"CA",82,"South Central Siskiyou County",-122.1846,41.2704
"CA",83,"North Central and Southeast Siskiyou County",-121.8967,41.5425
"CA",84,"Northeast Siskiyou and Northwest Modoc Counties",-121.6371,41.8639
"CA",85,"Modoc County",-120.7585,41.5611
"CA",87,"Catalina and Santa Barbara Islands",-118.4412,33.3833
"CA",88,"Santa Clarita Valley",-118.5579,34.4534
"CA",89,"West-Central San Joaquin Valley",-120.5021,36.6211
"CA",90,"East-Central San Joaquin Valley",-120.1167,37.051
"CA",91,"Southwestern San Joaquin Valley",-119.7597,35.7786
"CA",92,"Southeastern San Joaquin Valley",-119.1856,35.7797
"CA",93,"Mariposa, Madera, and Fresno County Foothills",-119.7374,37.2843
"CA",94,"Tulare County Foothills",-118.9101,36.2599
"CA",95,"Kern County Mountains",-118.5713,35.3524
"CA",96,"Sierra Nevada from Yosemite to Kings Canyon",-119.1907,37.3856
"CA",97,"Tulare County Mountains",-118.4645,36.2518
"CA",98,"Indian Wells Valley",-117.8015,35.6271
"CA",99,"Southeastern Kern County Desert",-118.03,35.0727
"CA",101,"Coastal Del Norte",-124.1152,41.7379
"CA",102,"Del Norte Interior",-123.8512,41.7446
"CA",103,"Northern Humboldt Coast",-124.1208,40.8112
"CA",104,"Southwestern Humboldt",-124.1428,40.2708
"CA",105,"Northern Humboldt Interior",-123.7436,41.1031
"CA",106,"Southern Humboldt Interior",-123.7949,40.4135
"CA",107,"Northern Trinity",-122.9759,40.9086
"CA",108,"Southern Trinity",-123.2788,40.3374
"CA",109,"Mendocino Coast",-123.7271,39.3778
"CA",110,"Northwestern Mendocino Interior",-123.4371,39.6359
"CA",111,"Northeastern Mendocino Interior",-123.1396,39.7603
"CA",112,"Southwestern Mendocino Interior",-123.4915,39.1561
"CA",113,"Southeastern Mendocino Interior",-123.1953,39.0904
"CA",505,"Coastal North Bay Including Point Reyes National Seashore",-122.9543,38.2364
"CA",506,"North Bay Interior Valleys",-122.6419,38.3698
"CA",507,"North Bay Mountains",-122.6939,38.5515
"CA",508,"San Francisco Bay Shoreline",-122.165,37.5938
"CA",509,"San Francisco Peninsula Coast",-122.3923,37.374
"CA",510,"East Bay Interior Valleys",-121.8801,37.8804
"CA",511,"East Bay Hills and the Diablo Range",-121.6591,37.4504
"CA",512,"Santa Cruz Mountains",-122.04,37.1726
"CA",513,"Santa Clara Valley Including San Jose",-121.7971,37.2196
"CA",516,"Southern Salinas Valley/Arroyo Seco and Lake San Antonio",-121.0546,36.1014
"CA",517,"Santa Lucia Mountains and Los Padres National Forest",-121.4188,36.1606
"CA",518,"Mountains Of San Benito County And Interior Monterey County Including Pinnacles National Park",-120.9214,36.3718
"CA",519,"Eastern Sierra Slopes of Inyo County",-118.341,36.8269
"CA",520,"Owens Valley",-118.0127,36.5133
"CA",521,"White Mountains of Inyo County",-118.0388,37.0104
"CA",522,"Death Valley National Park",-117.1006,36.4199
"CA",523,"Western Mojave Desert",-117.0005,35.3053
"CA",524,"Eastern Mojave Desert, Including the Mojave National Preserve",-115.7069,35.1398
"CA",525,"Morongo Basin",-116.0948,34.3424
"CA",526,"Cadiz Basin",-115.0956,34.3849
"CA",527,"San Bernardino County-Upper Colorado River Valley",-114.5011,34.4988
"CA",528,"Northern Salinas Valley/Hollister Valley and Carmel Valley",-121.5047,36.6769
"CA",529,"Northern Monterey Bay",-121.9005,36.9757
"CA",530,"Southern Monterey Bay and Big Sur Coast",-121.7566,36.6165
"CA",547,"Los Angeles County San Fernando Valley",-118.4799,34.2043
"CA",548,"Los Angeles County San Gabriel Valley",-117.9738,34.0657
"CA",549,"San Miguel and Santa Rosa Islands",-120.1462,33.9774
"CA",550,"Santa Cruz and Anacapa Islands",-119.7416,34.0138
"CA",552,"Orange County Coastal",-117.8648,33.6191
"CA",554,"Orange County Inland",-117.7705,33.7234
"CA",560,"Joshua Tree NP West",-116.0848,33.9359
"CA",561,"Joshua Tree NP East",-115.6534,33.9563
"CA",562,"Imperial County Southwest",-116.039,32.8129
"CA",563,"Salton Sea",-115.8096,33.3091
"CA",564,"Chuckwalla Mountains",-115.2724,33.3715
"CA",565,"Imperial County Southeast",-114.9902,32.886
"CA",566,"Imperial County West",-115.9008,32.9908
"CA",567,"Imperial Valley",-115.5185,32.9245
"CA",568,"Chiriaco Summit",-115.6832,33.6785
"CA",569,"Palo Verde Valley",-114.6527,33.4256
"CA",570,"Chuckwalla Valley",-115.0182,33.8125
"CO",1,"Lower Yampa River Basin",-108.6994,40.444
"CO",2,"Central Yampa River Basin",-107.9134,40.4046
"CO",3,"Roan and Tavaputs Plateaus",-108.4377,39.5758
"CO",4,"Elkhead and Park Mountains",-106.9552,40.5653
"CO",5,"Upper Yampa River Basin",-106.9616,40.3903
"CO",6,"Grand Valley",-108.6809,39.1541
"CO",7,"Debeque to Silt Corridor",-107.9773,39.4422
"CO",8,"Central Colorado River Basin",-107.0292,39.6286
"CO",9,"Grand and Battlement Mesas",-107.8549,39.1332
"CO",10,"Gore and Elk Mountains/Central Mountain Valleys",-106.8147,39.4353
"CO",11,"Central Gunnison and Uncompahgre River Basin",-107.9201,38.6735
"CO",12,"West Elk and Sawatch Mountains",-107.0042,38.8011
"CO",13,"Flattops",-107.4376,39.9766
"CO",14,"Upper Gunnison River Valley",-107.1881,38.4776
"CO",17,"Uncompahgre Plateau/Dallas Divide",-108.4296,38.5539
"CO",18,"Northwestern San Juan Mountains",-107.5504,38.0588
"CO",19,"Southwest San Juan Mountains",-107.6597,37.5206
"CO",20,"Paradox Valley/Lower Dolores River",-108.7095,38.1963
"CO",21,"Four Corners/Upper Dolores River",-108.7278,37.3809
"CO",22,"Animas River Basin",-107.8775,37.1488
"CO",23,"San Juan River Basin",-107.2004,37.1383
"CO",30,"Jackson County Below 9000 Feet",-106.309,40.6766
"CO",31,"West Jackson and West Grand Counties Above 9000 Feet",-106.6092,40.6175
"CO",32,"Grand and Summit Counties Below 9000 Feet",-106.209,40.0726
"CO",33,"South and East Jackson/Larimer/North and Northeast Grand/Northwest Boulder Counties Above 9000 Feet",-105.9071,40.488
"CO",34,"South and Southeast Grand/West Central and Southwest Boulder/Gilpin/Clear Creek/Summit/North and West Park Counties Above 9000 Feet",-105.8505,39.6044
"CO",35,"Larimer and Boulder Counties Between 6000 and 9000 Feet",-105.4708,40.6099
"CO",36,"Jefferson and West Douglas Counties Above  6000 Feet/Gilpin/Clear Creek/Northeast Park Counties Below 9000 Feet",-105.2681,39.4838
"CO",37,"Central and Southeast Park County",-105.6737,38.9845
"CO",38,"Larimer County Below 6000 Feet/Northwest Weld County",-104.8423,40.7183
"CO",39,"Boulder And Jefferson Counties Below 6000 Feet/West Broomfield County",-105.156,39.9606
"CO",40,"North Douglas County Below 6000 Feet/Denver/West Adams and Arapahoe Counties/East Broomfield County",-104.804,39.7656
"CO",41,"Elbert/Central and East Douglas Counties Above 6000 Feet",-104.5091,39.3075
"CO",42,"Northeast Weld County",-104.0025,40.7427
"CO",43,"Central and South Weld County",-104.5924,40.2668
"CO",44,"Morgan County",-103.8098,40.2627
"CO",45,"Central and East Adams and Arapahoe Counties",-104.1048,39.7839
"CO",46,"North and Northeast Elbert County Below 6000 Feet/North Lincoln County",-103.6814,39.356
"CO",47,"Southeast Elbert County Below 6000 Feet/South Lincoln County",-103.5944,38.8048
"CO",48,"Logan County",-103.1101,40.7247
"CO",49,"Washington County",-103.2013,39.971
"CO",50,"Sedgwick County",-102.3518,40.8758
"CO",51,"Phillips County",-102.3575,40.5939
"CO",58,"Western Mosquito Range/East Lake County Above 11000 Ft",-106.2141,39.2545
"CO",59,"Leadville Vicinity/Lake County Below 11000 Ft",-106.3446,39.1873
"CO",60,"Eastern Sawatch Mountains above 11000 Ft",-106.3586,38.8197
"CO",61,"Western Chaffee County Between 9000 and 11000 Ft",-106.2559,38.7415
"CO",62,"Central Chaffee County Below 9000 Ft",-106.0928,38.6873
"CO",63,"Western Mosquito Range/East Chaffee County above 9000Ft",-106.0253,38.8243
"CO",64,"Saguache County West of Continental Divide Below 10000 Ft",-106.7044,38.3063
"CO",65,"Saguache County East of Continental Divide below 10000 Ft",-106.3423,38.1071
"CO",66,"La Garita Mountains Above 10000 Ft",-106.7318,38.0229
"CO",67,"Upper Rio Grande Valley/Eastern San Juan Mountains Below 10000 Ft",-106.5413,37.469
"CO",68,"Eastern San Juan Mountains Above 10000 Ft",-106.7002,37.4272
"CO",69,"Del Norte Vicinity/Northern San Luis Valley Below 8500 Ft",-106.0347,37.9152
"CO",70,"Alamosa  Vicinity/Central San Luis Valley Below 8500 Ft",-105.8929,37.5614
"CO",71,"Southern San Luis Valley",-105.7537,37.2224
"CO",72,"Northern Sangre de Cristo Mountains Between 8500 And 11000 Ft",-105.5379,37.9018
"CO",73,"Northern Sangre de Cristo Mountains above 11000 Ft",-105.617,37.9767
"CO",74,"Southern Sangre De Cristo Mountains Between 7500 and 11000 Ft",-105.0257,37.2245
"CO",75,"Southern Sangre De Cristo Mountains Above 11000 Ft",-105.1708,37.2046
"CO",76,"Northwestern Fremont County  Above 8500Ft",-105.6475,38.6011
"CO",77,"Western/Central Fremont County Below 8500 Ft",-105.5559,38.4248
"CO",78,"Wet Mountain Valley Below 8500 Ft",-105.4502,38.1353
"CO",79,"Wet Mountains between 6300 and 10000Ft",-105.1469,38.046
"CO",80,"Wet Mountains above 10000 Ft",-105.1345,37.9888
"CO",81,"Teller County/Rampart Range above 7500fT/Pike's Peak Between 7500 And 11000 Ft",-105.113,38.8708
"CO",82,"Pikes Peak above 11000 Ft",-105.0464,38.8156
"CO",83,"Canon City Vicinity/Eastern Fremont County",-105.1148,38.4443
"CO",84,"Northern El Paso County/Monument Ridge/Rampart Range Below 7500 Ft",-104.4498,39.0124
